여행나라,여행도시,날짜,최고_기온,최저_기온,강수량,습도,적설량,불쾌지수
미국,뉴욕,2020-11-01,14.26,5.63,2.54,72.3,0.0,54.25
미국,뉴욕,2020-12-01,6.55,-0.39,4.76,74.48,0.69,48.26
미국,뉴욕,2021-01-01,4.65,-2.57,1.73,67.06,0.12,46.91
미국,뉴욕,2021-02-01,2.46,-4.67,5.03,75.82,2.11,44.64
미국,뉴욕,2021-03-01,11.16,0.69,2.73,63.39,0.02,50.87
미국,뉴욕,2021-04-01,15.96,5.9,3.47,66.03,0.0,55.04
미국,뉴욕,2021-05-01,20.97,10.86,3.66,63.84,0.0,59.25
미국,뉴욕,2021-06-01,26.3,17.8,2.0,74.37,0.0,64.32
미국,뉴욕,2021-07-01,28.46,20.44,6.91,78.23,0.0,66.8
미국,뉴욕,2021-08-01,28.04,20.8,5.16,77.94,0.0,66.6
미국,뉴욕,2021-09-01,24.74,17.37,7.63,75.67,0.0,63.86
미국,뉴욕,2021-10-01,20.55,13.21,5.29,77.45,0.0,60.11
미국,뉴욕,2021-11-01,11.61,3.88,1.41,69.93,0.06,52.48
미국,뉴욕,2021-12-01,8.65,2.13,1.57,71.61,0.06,50.53
미국,뉴욕,2022-01-01,2.41,-5.53,3.89,65.06,0.86,44.43
미국,뉴욕,2022-02-01,5.88,-2.92,3.29,67.07,0.25,47.08
미국,뉴욕,2022-03-01,10.81,1.56,2.87,65.77,0.36,51.08
미국,뉴욕,2022-04-01,14.96,5.7,5.21,64.5,0.0,54.47
미국,뉴욕,2022-05-01,21.2,12.28,3.83,73.9,0.0,59.95
미국,뉴욕,2022-06-01,26.61,16.68,2.37,67.6,0.0,64.0
미국,뉴욕,2022-07-01,30.95,21.17,2.4,65.94,0.0,67.69
미국,뉴욕,2022-08-01,30.31,20.87,2.17,68.16,0.0,67.27
미국,뉴욕,2022-09-01,24.94,16.19,2.83,70.3,0.0,63.13
미국,뉴욕,2022-10-01,17.14,9.31,9.68,75.1,0.0,56.91
미국,뉴욕,2022-11-01,13.44,6.02,2.75,71.23,0.0,54.06
미국,뉴욕,2022-12-01,6.73,-1.01,3.94,70.77,0.11,48.17
미국,뉴욕,2023-01-01,8.67,1.25,4.25,75.55,0.04,49.93
미국,뉴욕,2023-02-01,8.21,-0.77,1.68,65.11,0.45,49.14
미국,뉴욕,2023-03-01,9.67,0.78,3.91,65.84,0.26,50.18
미국,뉴욕,2023-04-01,17.8,7.89,4.13,66.57,0.0,56.64
미국,뉴욕,2023-05-01,20.78,10.31,1.9,62.1,0.0,58.91
미국,뉴욕,2023-06-01,25.01,15.44,3.22,69.77,0.0,62.87
미국,뉴욕,2023-07-01,29.88,20.15,5.91,76.81,0.0,67.19
미국,뉴욕,2023-08-01,27.82,18.58,4.23,71.74,0.0,65.46
미국,뉴욕,2023-09-01,24.92,15.88,7.91,75.7,0.0,63.3
미국,뉴욕,2023-10-01,19.88,10.4,3.95,76.19,0.0,58.6
미국,뉴욕,2023-11-01,11.48,1.84,1.8,69.07,0.0,51.56
미국,뉴욕,2023-12-01,9.19,1.27,7.05,77.58,0.0,49.9
미국,뉴욕,2024-01-01,5.22,-2.02,4.93,71.77,0.42,46.98
미국,뉴욕,2024-02-01,6.97,-2.19,2.3,68.55,0.86,47.96
미국,뉴욕,2024-03-01,11.66,2.49,7.28,65.84,0.0,51.51
미국,뉴욕,2024-04-01,15.98,5.83,3.35,68.0,0.0,55.02
미국,뉴욕,2024-05-01,22.68,12.41,3.33,75.74,0.0,60.62
미국,뉴욕,2024-06-01,28.73,17.92,2.87,63.5,0.0,65.45
미국,뉴욕,2024-07-01,30.9,20.88,4.18,70.16,0.0,67.75
미국,뉴욕,2024-08-01,28.46,18.71,6.72,73.71,0.0,66.02
미국,뉴욕,2024-09-01,24.87,14.99,1.0,71.33,0.0,62.5
미국,뉴욕,2024-10-01,20.89,9.48,0.26,61.87,0.0,58.6
미국,뉴욕,2024-11-01,15.19,5.94,2.66,61.63,0.0,54.76
미국,뉴욕,2024-12-01,5.11,-2.01,3.05,73.16,0.19,47.17
미국,뉴욕,2025-01-01,1.39,-5.27,0.88,61.68,0.3,44.59
미국,뉴욕,2025-02-01,3.76,-3.03,3.15,67.5,0.66,46.16
미국,뉴욕,2025-03-01,12.34,2.68,3.99,63.81,0.0,52.11
미국,뉴욕,2025-04-01,17.02,7.33,3.73,62.27,0.04,56.08
미국,뉴욕,2025-05-01,21.07,12.87,6.41,71.94,0.0,60.22
미국,뉴욕,2025-06-01,26.07,17.5,3.22,68.43,0.0,64.18
프랑스,니스,2014-01-01,12.15,6.71,7.19,82.03,0.29,53.59
프랑스,니스,2014-02-01,12.84,5.64,5.46,79.68,0.29,53.51
프랑스,니스,2014-03-01,15.78,7.13,2.42,74.42,0.21,55.51
프랑스,니스,2014-04-01,18.36,10.83,1.56,78.8,0.0,58.13
프랑스,니스,2014-05-01,20.64,12.7,1.92,73.97,0.0,59.85
프랑스,니스,2014-06-01,25.31,17.58,2.03,74.73,0.0,63.81
프랑스,니스,2014-07-01,25.94,19.38,1.87,75.81,0.0,64.81
프랑스,니스,2014-08-01,27.2,19.52,0.75,75.87,0.0,65.29
프랑스,니스,2014-09-01,24.23,18.22,1.2,77.23,0.0,63.57
프랑스,니스,2014-10-01,21.54,15.52,2.39,79.77,0.0,61.41
프랑스,니스,2014-11-01,16.6,11.81,12.32,83.03,0.0,57.79
프랑스,니스,2014-12-01,13.45,7.87,2.37,79.94,0.05,54.85
프랑스,니스,2015-01-01,12.88,5.46,1.48,73.9,0.1,53.65
프랑스,니스,2015-02-01,12.23,5.08,2.7,71.54,0.41,53.16
프랑스,니스,2015-03-01,15.48,7.74,2.63,72.84,0.23,55.63
프랑스,니스,2015-04-01,17.57,10.43,1.99,77.63,0.0,57.63
프랑스,니스,2015-05-01,22.17,14.69,0.9,76.35,0.0,61.27
프랑스,니스,2015-06-01,25.7,18.62,1.8,76.4,0.0,64.39
프랑스,니스,2015-07-01,30.62,23.05,0.39,72.23,0.0,68.09
프랑스,니스,2015-08-01,27.69,20.93,1.89,75.42,0.0,66.18
프랑스,니스,2015-09-01,24.31,17.27,1.27,69.4,0.0,63.22
프랑스,니스,2015-10-01,18.97,13.78,5.27,80.42,0.0,59.67
프랑스,니스,2015-11-01,16.57,10.38,0.5,80.03,0.0,57.21
프랑스,니스,2015-12-01,14.06,9.14,0.34,86.68,0.0,55.69
프랑스,니스,2016-01-01,12.45,6.37,0.98,76.35,0.02,53.88
프랑스,니스,2016-02-01,13.76,6.63,4.78,76.07,0.36,54.36
프랑스,니스,2016-03-01,15.21,6.3,1.96,73.03,0.11,54.94
프랑스,니스,2016-04-01,18.69,10.84,1.18,71.93,0.0,58.26
프랑스,니스,2016-05-01,20.81,12.96,1.48,69.97,0.0,60.01
프랑스,니스,2016-06-01,24.31,17.33,1.64,77.73,0.0,63.27
프랑스,니스,2016-07-01,28.08,20.68,0.43,73.68,0.0,66.09
프랑스,니스,2016-08-01,27.67,21.21,0.64,73.61,0.0,66.16
프랑스,니스,2016-09-01,25.4,18.76,1.99,74.07,0.0,64.34
프랑스,니스,2016-10-01,19.9,14.27,3.56,78.29,0.0,60.24
프랑스,니스,2016-11-01,15.71,10.4,8.51,77.87,0.01,56.77
프랑스,니스,2016-12-01,13.97,6.76,0.73,79.58,0.13,54.67
프랑스,니스,2017-01-01,11.71,3.91,0.74,60.61,0.0,52.58
프랑스,니스,2017-02-01,14.21,7.32,2.14,75.14,0.0,54.95
프랑스,니스,2017-03-01,16.56,9.04,2.6,71.19,0.0,56.63
프랑스,니스,2017-04-01,17.81,10.64,1.25,72.03,0.0,57.82
프랑스,니스,2017-05-01,21.47,14.04,1.5,70.94,0.0,60.73
프랑스,니스,2017-06-01,26.9,19.87,0.74,69.4,0.0,65.31
프랑스,니스,2017-07-01,28.15,20.8,0.04,65.45,0.0,66.13
프랑스,니스,2017-08-01,28.7,21.3,0.03,63.06,0.0,66.56
프랑스,니스,2017-09-01,23.77,16.01,1.23,66.17,0.0,62.48
프랑스,니스,2017-10-01,21.1,13.59,0.08,67.58,0.0,60.35
프랑스,니스,2017-11-01,15.84,8.22,2.26,66.07,0.0,55.99
프랑스,니스,2017-12-01,12.0,4.45,3.77,62.13,0.0,52.73
프랑스,니스,2018-01-01,14.11,7.21,3.22,71.55,0.0,54.82
프랑스,니스,2018-02-01,10.96,4.19,2.96,70.96,0.27,52.24
프랑스,니스,2018-03-01,13.95,6.14,5.16,73.32,0.28,54.22
프랑스,니스,2018-04-01,18.48,11.91,3.48,73.9,0.0,58.64
프랑스,니스,2018-05-01,21.45,14.77,2.3,78.87,0.0,61.06
프랑스,니스,2018-06-01,24.86,18.7,1.34,77.4,0.0,64.04
프랑스,니스,2018-07-01,28.13,21.46,0.63,73.61,0.0,66.45
프랑스,니스,2018-08-01,29.99,22.24,0.37,61.26,0.0,67.5
프랑스,니스,2018-09-01,26.09,18.89,0.3,70.03,0.0,64.54
프랑스,니스,2018-10-01,21.87,15.06,6.45,69.9,0.0,61.52
프랑스,니스,2018-11-01,16.57,10.72,4.95,73.57,0.0,57.32
프랑스,니스,2018-12-01,13.96,6.94,1.69,69.77,0.0,54.7
프랑스,니스,2019-01-01,12.4,3.85,0.22,62.16,0.01,52.87
프랑스,니스,2019-02-01,13.94,5.11,2.7,69.43,0.0,53.89
프랑스,니스,2019-03-01,16.95,7.76,0.16,58.13,0.0,56.31
프랑스,니스,2019-04-01,17.01,9.69,5.51,70.4,0.0,57.06
프랑스,니스,2019-05-01,18.54,12.09,2.17,78.26,0.0,58.73
프랑스,니스,2019-06-01,26.27,18.63,0.08,71.37,0.0,64.49
프랑스,니스,2019-07-01,28.62,21.67,1.57,72.52,0.0,66.83
프랑스,니스,2019-08-01,28.09,21.29,0.39,73.13,0.0,66.34
프랑스,니스,2019-09-01,25.62,18.45,2.02,70.07,0.0,64.3
프랑스,니스,2019-10-01,21.46,14.98,4.39,75.42,0.0,61.23
프랑스,니스,2019-11-01,16.06,9.62,13.19,72.3,0.0,56.51
프랑스,니스,2019-12-01,14.96,8.03,5.36,68.55,0.0,55.46
프랑스,니스,2020-01-01,13.78,6.37,0.44,69.74,0.0,54.44
프랑스,니스,2020-02-01,15.13,7.0,0.05,67.55,0.0,55.26
프랑스,니스,2020-03-01,14.96,7.98,2.11,70.61,0.0,55.53
프랑스,니스,2020-04-01,18.02,10.78,1.01,66.67,0.0,57.97
프랑스,니스,2020-05-01,22.05,15.15,3.72,73.48,0.0,61.53
프랑스,니스,2020-06-01,24.08,17.0,2.43,76.23,0.0,63.09
프랑스,니스,2020-07-01,27.05,20.66,0.26,75.0,0.0,65.65
프랑스,니스,2020-08-01,28.65,21.34,0.61,70.0,0.0,66.61
프랑스,니스,2020-09-01,25.24,18.06,1.08,66.83,0.0,63.92
프랑스,니스,2020-10-01,18.79,11.84,5.3,75.45,0.0,58.76
프랑스,니스,2020-11-01,16.78,10.24,0.62,75.83,0.0,57.24
프랑스,니스,2020-12-01,12.44,6.27,4.88,75.84,0.0,53.64
프랑스,니스,2021-01-01,11.11,4.26,4.1,68.58,0.0,52.26
프랑스,니스,2021-02-01,14.17,6.93,1.6,74.32,0.0,54.79
프랑스,니스,2021-03-01,15.22,7.11,0.76,68.03,0.0,55.32
프랑스,니스,2021-04-01,16.06,9.55,1.91,71.07,0.0,56.64
프랑스,니스,2021-05-01,21.07,12.92,2.0,70.9,0.0,60.12
프랑스,니스,2021-06-01,25.86,18.81,0.42,72.4,0.0,64.42
프랑스,니스,2021-07-01,27.96,20.6,0.56,68.16,0.0,66.02
프랑스,니스,2021-08-01,29.09,20.94,0.45,61.23,0.0,66.61
프랑스,니스,2021-09-01,25.79,19.1,0.77,65.4,0.0,64.54
프랑스,니스,2021-10-01,20.97,13.58,3.05,67.32,0.0,60.38
프랑스,니스,2021-11-01,16.99,9.5,3.52,66.87,0.0,56.99
프랑스,니스,2021-12-01,13.77,5.38,1.37,67.77,0.0,53.99
프랑스,니스,2022-01-01,12.81,4.38,0.29,70.29,0.0,53.25
프랑스,니스,2022-02-01,14.57,5.83,1.22,67.46,0.0,54.51
프랑스,니스,2022-03-01,15.2,7.91,0.88,60.61,0.0,55.64
프랑스,니스,2022-04-01,18.3,10.19,1.48,64.57,0.0,57.84
프랑스,니스,2022-05-01,22.96,15.83,1.0,73.94,0.0,62.06
프랑스,니스,2022-06-01,27.88,20.35,1.91,67.6,0.0,66.02
프랑스,니스,2022-07-01,30.24,23.02,0.18,66.23,0.0,67.89
프랑스,니스,2022-08-01,29.85,22.38,0.68,64.26,0.0,67.53
프랑스,니스,2022-09-01,26.64,18.54,1.24,59.63,0.0,64.7
프랑스,니스,2022-10-01,22.76,15.6,1.39,75.77,0.0,61.91
프랑스,니스,2022-11-01,17.99,10.67,3.76,67.3,0.0,57.91
프랑스,니스,2022-12-01,13.84,7.37,3.58,75.87,0.01,54.76
프랑스,니스,2023-01-01,13.42,5.47,1.21,65.94,0.04,53.89
프랑스,니스,2023-02-01,13.21,5.39,0.47,69.29,0.0,53.81
프랑스,니스,2023-03-01,17.53,8.76,0.37,62.97,0.0,56.94
프랑스,니스,2023-04-01,19.17,10.47,0.64,62.83,0.0,58.31
프랑스,니스,2023-05-01,21.81,14.75,2.98,73.23,0.0,61.22
프랑스,니스,2023-06-01,25.93,18.98,2.17,73.87,0.0,64.66
프랑스,니스,2023-07-01,29.61,20.89,0.44,64.68,0.0,66.8
프랑스,니스,2023-08-01,29.67,20.59,1.97,55.55,0.0,66.87
프랑스,니스,2023-09-01,26.48,18.15,1.42,64.73,0.0,64.49
프랑스,니스,2023-10-01,23.17,15.45,3.78,70.42,0.0,62.13
프랑스,니스,2023-11-01,17.41,8.78,1.96,61.73,0.0,56.88
프랑스,니스,2023-12-01,14.55,6.13,2.55,69.13,0.0,54.57
프랑스,니스,2024-01-01,13.78,5.51,2.48,69.52,0.0,54.0
프랑스,니스,2024-02-01,14.96,7.22,7.48,75.17,0.0,55.05
프랑스,니스,2024-03-01,15.91,7.97,7.65,73.77,0.0,55.8
프랑스,니스,2024-04-01,18.32,9.81,2.67,68.53,0.0,57.68
프랑스,니스,2024-05-01,20.57,12.76,2.25,75.13,0.0,59.85
프랑스,니스,2024-06-01,24.18,16.36,1.74,77.3,0.0,62.82
프랑스,니스,2024-07-01,28.87,20.32,0.18,68.55,0.0,66.24
프랑스,니스,2024-08-01,30.28,22.27,0.18,65.32,0.0,67.6
프랑스,니스,2024-09-01,24.71,16.7,5.11,65.07,0.0,63.4
프랑스,니스,2024-10-01,21.52,14.89,8.27,80.26,0.0,61.36
프랑스,니스,2024-11-01,17.19,9.38,1.02,70.2,0.0,57.05
프랑스,니스,2024-12-01,13.9,5.08,0.35,64.29,0.0,53.97
프랑스,니스,2025-01-01,13.6,6.27,4.45,73.58,0.0,54.16
프랑스,니스,2025-02-01,13.52,6.61,1.61,75.04,0.0,54.39
프랑스,니스,2025-03-01,15.28,7.45,4.4,71.48,0.0,55.38
프랑스,니스,2025-04-01,18.15,10.83,5.55,73.7,0.0,58.05
프랑스,니스,2025-05-01,21.46,13.51,1.49,71.81,0.0,60.51
프랑스,니스,2025-06-01,27.84,19.91,0.38,63.76,0.0,65.68
영국,런던,2014-01-01,8.94,3.95,3.35,88.39,0.0,51.26
영국,런던,2014-02-01,9.35,4.16,3.68,81.64,0.0,51.5
영국,런던,2014-03-01,12.56,3.81,1.02,80.32,0.0,52.87
영국,런던,2014-04-01,15.39,6.92,2.13,78.7,0.0,55.27
영국,런던,2014-05-01,16.78,8.95,2.5,76.9,0.0,56.68
영국,런던,2014-06-01,20.44,11.81,1.03,72.4,0.0,59.38
영국,런던,2014-07-01,23.75,14.47,1.66,71.84,0.0,61.86
영국,런던,2014-08-01,19.85,12.3,3.12,74.39,0.0,59.37
영국,런던,2014-09-01,20.33,12.13,0.44,81.3,0.0,59.45
영국,런던,2014-10-01,16.71,10.93,2.45,84.52,0.0,57.48
영국,런던,2014-11-01,11.81,7.1,3.27,89.43,0.0,53.8
영국,런던,2014-12-01,8.19,2.9,1.18,84.81,0.0,50.69
영국,런던,2015-01-01,7.59,2.4,2.14,84.39,0.05,50.15
영국,런던,2015-02-01,7.11,1.3,1.52,83.39,0.09,49.55
영국,런던,2015-03-01,10.5,3.13,0.75,77.32,0.0,51.77
영국,런던,2015-04-01,14.76,4.76,0.83,73.63,0.0,54.17
영국,런던,2015-05-01,16.23,8.08,1.73,72.61,0.0,56.11
영국,런던,2015-06-01,20.18,10.94,0.9,68.77,0.0,58.91
영국,런던,2015-07-01,21.97,13.56,2.41,70.03,0.0,60.77
영국,런던,2015-08-01,21.28,13.34,3.45,77.61,0.0,60.42
영국,런던,2015-09-01,17.29,10.15,1.97,79.77,0.0,57.4
영국,런던,2015-10-01,14.85,8.88,1.65,84.0,0.0,55.87
영국,런던,2015-11-01,12.74,7.74,1.82,85.63,0.0,54.52
영국,런던,2015-12-01,12.58,8.88,1.68,84.48,0.0,54.93
영국,런던,2016-01-01,8.45,3.25,2.39,86.48,0.05,50.84
영국,런던,2016-02-01,8.59,2.61,1.19,79.86,0.0,50.73
영국,런던,2016-03-01,9.65,2.5,2.06,80.58,0.01,51.06
영국,런던,2016-04-01,12.39,3.93,1.78,76.37,0.0,52.8
영국,런던,2016-05-01,18.1,8.68,1.55,74.55,0.0,57.13
영국,런던,2016-06-01,19.46,12.07,3.76,81.53,0.0,59.12
영국,런던,2016-07-01,22.06,14.05,0.73,74.16,0.0,60.95
영국,런던,2016-08-01,22.96,14.35,1.44,73.9,0.0,61.47
영국,런던,2016-09-01,21.78,13.94,1.26,78.37,0.0,60.81
영국,런던,2016-10-01,14.85,8.57,0.6,82.29,0.0,55.77
영국,런던,2016-11-01,10.03,4.08,2.17,85.4,0.0,51.86
영국,런던,2016-12-01,9.25,3.85,0.29,91.9,0.0,51.58
영국,런던,2017-01-01,6.91,0.45,2.09,89.03,0.16,49.06
영국,런던,2017-02-01,9.92,4.22,1.55,84.96,0.01,51.92
영국,런던,2017-03-01,13.48,6.06,1.43,79.29,0.0,54.15
영국,런던,2017-04-01,14.69,5.34,0.33,71.07,0.0,54.4
영국,런던,2017-05-01,18.72,10.04,2.45,75.16,0.0,57.95
영국,런던,2017-06-01,22.59,13.24,2.13,72.13,0.0,60.88
영국,런던,2017-07-01,22.04,14.43,2.38,73.13,0.0,61.16
영국,런던,2017-08-01,21.42,12.94,1.95,77.16,0.0,60.27
영국,런던,2017-09-01,18.19,10.93,2.36,80.03,0.0,58.1
영국,런던,2017-10-01,16.58,10.36,0.79,81.32,0.0,57.21
영국,런던,2017-11-01,10.8,4.49,1.24,84.6,0.0,52.41
영국,런던,2017-12-01,8.16,2.71,2.92,87.58,0.36,50.45
영국,런던,2018-01-01,9.11,3.51,1.88,84.52,0.03,51.26
영국,런던,2018-02-01,6.36,0.06,1.18,78.5,0.05,48.77
영국,런던,2018-03-01,9.25,2.57,3.15,81.84,0.42,50.82
영국,런던,2018-04-01,15.47,7.42,2.31,80.1,0.0,55.5
영국,런던,2018-05-01,19.79,9.07,1.88,75.26,0.0,57.99
영국,런던,2018-06-01,22.58,12.16,0.51,71.07,0.0,60.39
영국,런던,2018-07-01,26.93,15.84,1.12,62.58,0.0,63.7
영국,런던,2018-08-01,23.57,13.94,1.96,72.35,0.0,61.58
영국,런던,2018-09-01,20.19,10.63,1.17,73.73,0.0,58.79
영국,런던,2018-10-01,16.75,8.12,1.1,80.45,0.0,56.35
영국,런던,2018-11-01,11.66,6.08,1.78,86.53,0.0,53.39
영국,런던,2018-12-01,10.25,4.87,2.11,88.45,0.0,52.29
영국,런던,2019-01-01,7.5,1.22,0.83,85.97,0.09,49.75
영국,런던,2019-02-01,11.6,3.0,2.08,84.5,0.33,52.07
영국,런던,2019-03-01,12.62,5.19,1.62,77.58,0.0,53.43
영국,런던,2019-04-01,14.65,4.64,1.28,75.0,0.0,54.05
영국,런던,2019-05-01,17.01,7.65,1.5,72.84,0.0,56.26
영국,런던,2019-06-01,20.45,11.83,3.01,75.87,0.0,59.43
영국,런던,2019-07-01,24.22,14.38,2.26,70.68,0.0,62.04
영국,런던,2019-08-01,23.64,13.85,1.52,73.0,0.0,61.55
영국,런던,2019-09-01,20.34,11.65,2.63,73.63,0.0,59.3
영국,런던,2019-10-01,14.82,8.63,3.88,84.74,0.0,55.7
영국,런던,2019-11-01,10.0,4.49,3.35,88.87,0.0,51.94
영국,런던,2019-12-01,9.52,3.84,3.31,87.87,0.01,51.46
영국,런던,2020-01-01,9.66,4.46,1.91,87.77,0.0,51.88
영국,런던,2020-02-01,10.53,4.49,3.54,79.34,0.01,52.15
영국,런던,2020-03-01,11.23,3.56,1.46,74.35,0.0,52.19
영국,런던,2020-04-01,17.78,6.06,1.09,68.87,0.0,55.93
영국,런던,2020-05-01,19.65,8.27,0.21,62.45,0.0,57.61
영국,런던,2020-06-01,21.23,11.79,2.66,70.77,0.0,59.73
영국,런던,2020-07-01,22.13,13.22,1.49,69.77,0.0,60.67
영국,런던,2020-08-01,24.4,15.55,2.42,72.48,0.0,62.62
영국,런던,2020-09-01,20.74,11.45,0.66,75.03,0.0,59.35
영국,런던,2020-10-01,14.53,8.94,5.3,84.52,0.0,55.67
영국,런던,2020-11-01,12.8,6.99,1.51,87.73,0.0,54.25
영국,런던,2020-12-01,8.56,3.69,2.83,89.26,0.01,51.03
영국,런던,2021-01-01,6.56,1.27,3.69,90.39,0.15,49.09
영국,런던,2021-02-01,8.78,2.86,1.52,82.5,0.11,50.89
영국,런던,2021-03-01,11.54,3.73,1.06,79.1,0.0,52.41
영국,런던,2021-04-01,12.32,2.04,0.35,70.07,0.02,52.09
영국,런던,2021-05-01,15.13,6.93,2.79,75.19,0.0,55.14
영국,런던,2021-06-01,22.05,12.49,3.3,76.1,0.0,60.39
영국,런던,2021-07-01,22.79,14.28,2.73,78.19,0.0,61.43
영국,런던,2021-08-01,20.59,13.17,1.87,78.84,0.0,60.02
영국,런던,2021-09-01,21.3,12.89,1.55,80.7,0.0,60.19
영국,런던,2021-10-01,16.34,9.81,3.96,83.52,0.0,56.84
영국,런던,2021-11-01,11.03,4.96,0.35,85.4,0.03,52.76
영국,런던,2021-12-01,9.76,4.99,2.4,88.52,0.03,52.11
영국,런던,2022-01-01,8.55,1.83,0.61,88.55,0.0,50.44
영국,런던,2022-02-01,11.13,4.34,1.96,78.36,0.0,52.44
영국,런던,2022-03-01,13.35,4.42,1.58,78.52,0.0,53.41
영국,런던,2022-04-01,15.25,5.1,0.75,70.43,0.01,54.51
영국,런던,2022-05-01,19.16,9.53,2.78,72.9,0.0,57.92
영국,런던,2022-06-01,21.8,11.32,2.16,69.43,0.0,59.76
영국,런던,2022-07-01,26.14,14.73,0.45,60.97,0.0,62.88
영국,런던,2022-08-01,26.11,15.21,0.94,66.32,0.0,63.1
영국,런던,2022-09-01,19.93,11.42,1.5,75.67,0.0,59.02
영국,런던,2022-10-01,17.96,10.58,2.43,82.35,0.0,57.86
영국,런던,2022-11-01,13.01,7.46,4.93,86.7,0.0,54.39
영국,런던,2022-12-01,7.35,1.81,1.74,89.16,0.02,49.84
영국,런던,2023-01-01,8.83,2.75,1.94,86.26,0.02,50.83
영국,런던,2023-02-01,10.51,3.03,0.41,84.43,0.0,51.75
영국,런던,2023-03-01,11.34,4.69,3.09,81.9,0.21,52.6
영국,런던,2023-04-01,13.72,4.98,2.49,77.33,0.0,53.75
영국,런던,2023-05-01,17.98,8.36,1.18,76.32,0.0,56.95
영국,런던,2023-06-01,24.13,12.6,1.3,68.93,0.0,61.23
영국,런던,2023-07-01,21.79,13.69,2.9,72.0,0.0,60.77
영국,런던,2023-08-01,22.33,13.24,1.8,76.03,0.0,60.77
영국,런던,2023-09-01,23.58,14.09,1.94,76.97,0.0,61.65
영국,런던,2023-10-01,17.7,10.46,2.89,83.39,0.0,57.7
영국,런던,2023-11-01,11.11,5.35,3.07,86.1,0.0,52.78
영국,런던,2023-12-01,10.22,5.45,2.55,86.61,0.02,52.48
영국,런던,2024-01-01,8.16,2.57,2.16,81.9,0.01,50.46
영국,런던,2024-02-01,11.89,6.18,3.62,86.55,0.01,53.43
영국,런던,2024-03-01,12.46,5.66,2.79,81.77,0.02,53.5
영국,런던,2024-04-01,14.33,6.96,2.18,75.07,0.0,54.85
영국,런던,2024-05-01,19.19,9.92,2.41,78.74,0.0,58.09
영국,런던,2024-06-01,20.47,10.46,0.83,69.6,0.0,58.84
영국,런던,2024-07-01,22.39,13.29,2.74,73.58,0.0,60.85
영국,런던,2024-08-01,24.13,14.31,0.95,70.84,0.0,61.92
영국,런던,2024-09-01,19.75,11.88,5.64,80.03,0.0,59.19
영국,런던,2024-10-01,16.22,9.45,2.68,85.45,0.0,56.66
영국,런던,2024-11-01,11.23,6.11,2.09,85.37,0.07,53.21
영국,런던,2024-12-01,10.05,6.06,1.32,86.45,0.0,52.74
영국,런던,2025-01-01,7.15,1.98,2.7,87.1,0.18,49.73
영국,런던,2025-02-01,8.53,3.33,1.75,84.43,0.0,50.96
영국,런던,2025-03-01,13.21,4.65,0.41,75.55,0.05,53.51
영국,런던,2025-04-01,18.22,7.68,0.8,61.5,0.0,56.78
영국,런던,2025-05-01,20.89,10.56,0.89,60.87,0.0,59.05
영국,런던,2025-06-01,24.36,14.49,1.64,61.76,0.0,62.12
이탈리아,로마,2014-01-01,12.59,6.13,4.61,85.13,0.0,53.66
이탈리아,로마,2014-02-01,14.19,7.49,5.06,81.93,0.0,54.91
이탈리아,로마,2014-03-01,15.77,5.57,3.16,78.0,0.0,54.83
이탈리아,로마,2014-04-01,18.48,9.5,2.32,77.93,0.0,57.62
이탈리아,로마,2014-05-01,21.37,11.82,1.72,72.87,0.0,59.78
이탈리아,로마,2014-06-01,27.03,16.21,3.31,70.37,0.0,64.05
이탈리아,로마,2014-07-01,27.56,18.24,2.06,72.16,0.0,65.03
이탈리아,로마,2014-08-01,28.84,19.59,0.24,69.81,0.0,65.94
이탈리아,로마,2014-09-01,26.0,17.24,1.86,75.3,0.0,63.95
이탈리아,로마,2014-10-01,22.76,14.54,0.96,74.94,0.0,61.45
이탈리아,로마,2014-11-01,17.88,11.26,6.42,82.67,0.0,58.12
이탈리아,로마,2014-12-01,13.15,6.55,2.72,79.55,0.0,54.16
이탈리아,로마,2015-01-01,12.15,4.5,2.01,78.45,0.0,52.92
이탈리아,로마,2015-02-01,12.4,4.4,3.56,78.68,0.0,52.9
이탈리아,로마,2015-03-01,15.13,6.33,4.41,76.61,0.0,54.83
이탈리아,로마,2015-04-01,18.25,8.7,1.98,76.47,0.0,57.2
이탈리아,로마,2015-05-01,23.84,13.24,0.48,69.81,0.0,61.34
이탈리아,로마,2015-06-01,28.01,17.16,0.91,67.57,0.0,64.67
이탈리아,로마,2015-07-01,32.63,22.3,0.35,65.87,0.0,68.59
이탈리아,로마,2015-08-01,30.89,20.85,1.3,66.87,0.0,67.4
이탈리아,로마,2015-09-01,25.99,18.17,3.79,69.83,0.0,64.47
이탈리아,로마,2015-10-01,20.45,13.89,5.65,80.68,0.0,60.37
이탈리아,로마,2015-11-01,16.71,8.52,1.26,81.9,0.0,56.5
이탈리아,로마,2015-12-01,13.96,4.57,0.0,83.94,0.0,53.81
이탈리아,로마,2016-01-01,12.23,5.75,2.45,81.26,0.0,53.45
이탈리아,로마,2016-02-01,14.29,8.1,4.56,81.17,0.0,55.23
이탈리아,로마,2016-03-01,15.58,6.31,2.09,76.06,0.0,55.1
이탈리아,로마,2016-04-01,20.19,10.78,1.66,72.67,0.0,58.86
이탈리아,로마,2016-05-01,21.39,12.4,3.24,75.77,0.0,60.07
이탈리아,로마,2016-06-01,26.26,16.47,1.45,74.23,0.0,63.71
