상품명,URL,요약정보,여행도시,리뷰_평균점수,식사,가성비,가이드,숙소,일정,이동수단,상품명_리뷰수, 10대 이하,20대,30대,40대,50대,60대 이상 ,가족여행,나혼자,단체여행,친구들과,커플
[출발확정][노쇼핑/노옵션/노팁/승마체험/게르2인실] 테를지 3박5일 (5성호텔1박+VIP게르2박),https://www.modetour.com/package/91687447,"3박5일,에어부산직항,쇼핑 없음,가이드 경비없음,선택관광없음","테를지, 울란바토르",4.5,4,1,43,8,13,12,130,0,12,19,9,33,22,29,5,5,43,13
[출발확정][노쇼핑/노옵션/노팁/승마체험/게르2인실] 테를지+트래킹 3박5일 (5성호텔1박+VIP게르2박),https://www.modetour.com/package/91687475,"3박5일,에어부산직항,쇼핑 없음,가이드 경비없음,선택관광없음","테를지, 울란바토르",4.5,4,1,43,8,13,12,130,0,12,19,9,33,22,29,5,5,43,13
[출발확정][노쇼핑/승마체험포함] 테를지 3박5일 (4성호텔1박+신식게르2박),https://www.modetour.com/package/91694932,"3박5일,에어부산직항,쇼핑 없음,가이드 경비$40,선택관광있음","테를지, 울란바토르",4.5,4,1,43,8,13,12,130,0,12,19,9,33,22,29,5,5,43,13
[출발확정][노쇼핑/승마체험포함] 테를지 4박6일 (4성호텔2박+신식게르2박),https://www.modetour.com/package/96417593,"4박6일,에어부산직항,쇼핑 없음,가이드 경비$50,선택관광있음","테를지, 울란바토르",4.5,4,1,43,8,13,12,130,0,12,19,9,33,22,29,5,5,43,13
[출발확정][노팁노옵션노쇼핑] [PLUS★유니버셜스튜디오] 북경 만리장성 5일,https://www.modetour.com/package/92950298,"3박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음",북경,4.4,1,2,19,4,10,5,32,0,1,6,6,4,12,17,1,4,5,2
[출발확정][대한항공단독/노팁] 캐나다 완전일주 10일 <5대옵션 포함/나이아가라폭포뷰숙박/퀘벡/몬트리올/로키/밴프/밴쿠버>,https://www.modetour.com/package/90800124,"8박10일,대한항공직항,쇼핑 2회,가이드 경비없음,선택관광있음,인솔자동행","퀘벡, 나이아가라, 밴쿠버, 킹스턴, 밴프, 레이크 루이스, 칠리왁, 오타와, 캘거리, 뉴저지, 재스퍼, 몬트리올, 토론토, 벨마운트",5,0,0,4,1,0,0,8,0,0,0,0,1,4,0,0,0,3,2
[출발확정][디너 크루즈+비경] 하노이+하롱베이+옌뜨 3박4일,https://www.modetour.com/package/88380548,"3박4일,아시아나 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음","하롱베이, 하노이",4.8,28,8,177,30,46,21,354,0,8,14,15,64,50,80,1,9,45,16
[출발확정][모두단독] 미동부 캐나다10일 <올드퀘벡숙박/나이아가라/뉴욕/워싱턴/몬트리올/아울렛>,https://www.modetour.com/package/89169978,"7박10일,에어프레미아직항,쇼핑 2회,가이드 경비$190,선택관광있음","나이아가라, 토론토, 몬트리올, 요크, 뉴욕, 퀘벡, 레이크 조지, 필라델피아, 킹스턴, 플래츠버그, 뉴저지, 워싱턴 DC, 뉴욕, 나이아가라, 퀘벡, 레이크 조지, 필라델피아, 킹스턴, 플래츠버그, 뉴저지, 토론토, 워싱턴 DC, 몬트리올, 뉴욕, 나이아가라, 퀘벡, 레이크 조지, 필라델피아, 킹스턴, 플래츠버그, 토론토, 워싱턴 DC, 뉴저지, 몬트리올, 요크",4.8,28,4,368,72,152,88,676,0,32,92,92,168,224,308,24,52,112,108
[출발확정][모두단독] 미동부 캐나다10일 <힐튼나이아가라20층이상폭포뷰/올드퀘벡숙박/뉴욕/워싱턴/몬트리올/아울렛>,https://www.modetour.com/package/92456838,"7박10일,에어프레미아직항,쇼핑 2회,가이드 경비$190,선택관광있음","워싱턴 DC, 퀘벡, 뉴저지, 몬트리올, 토론토, 뉴욕, 나이아가라, 레이크 조지, 필라델피아, 킹스턴, 플래츠버그, 요크, 토론토, 몬트리올, 요크, 뉴욕, 나이아가라, 퀘벡, 레이크 조지, 필라델피아, 킹스턴, 플래츠버그, 뉴저지, 워싱턴 DC",4.8,28,4,368,72,152,88,676,0,32,92,92,168,224,308,24,52,112,108
[출발확정][모두의특가] 하노이+하롱베이+옌뜨 3박4일 [5성UP],https://www.modetour.com/package/87652606,"3박4일,아시아나 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음","하롱베이, 하노이",4.8,24,12,219,30,67,32,442,0,15,14,35,89,37,97,5,10,60,18
[출발확정][밴쿠버 직항] 캐나다 로키 밴프 7일 <4대국립공원/5대호수/밴프숙박/밴프곤돌라/뷔페포함>,https://www.modetour.com/package/95598502,"5박7일,대한항공직항,쇼핑 2회,가이드 경비CAD114,선택관광있음,자유일정포함","로즈데일, 밴프, 재스퍼, 벨마운트, 카나나스키스, 밴쿠버, 레이크 루이스, 레벨스톡",4.911764706,0,0,6,1,1,2,17,0,1,4,3,3,4,10,1,0,2,2
[출발확정][밴쿠버 직항] 캐나다 로키 밴프 빅토리아 8일 <4대국립공원/5대호수/밴프곤돌라/뷔페포함>,https://www.modetour.com/package/95598656,"6박8일,대한항공직항,쇼핑 2회,가이드 경비CAD133,선택관광있음,자유일정포함","로즈데일, 밴프, 재스퍼, 밴쿠버, 벨마운트, 빅토리아, 카나나스키스, 레이크 루이스, 레벨스톡",4.911764706,0,0,6,1,1,2,17,0,1,4,3,3,4,10,1,0,2,2
[출발확정][벤츠VIP버스/노팁/노쇼핑] 미동부 캐나다 11일 <나이아가라폭포뷰2박/오타와/올드퀘벡숙박/3대미술관/4대야경/4대유람선/맨하튼1박>,https://www.modetour.com/package/90331634,"8박11일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함","나이아가라, 오타와, 뉴욕, 필라델피아, 헤리스버그, 토론토, 퀘벡, 플래츠버그, 레이크 조지, 몬트리올, 워싱턴 DC, 킹스턴, 뉴저지",3.8,0,0,0,0,0,0,16,0,0,0,0,8,2,8,0,2,0,0
[출발확정][비즈니스 세이버석 탑승] 서유럽 3국 10일 (프랑스/스위스/이탈리아) <왕복직항/융프라우/루브르/바티칸/이탈리아 남부>,https://www.modetour.com/package/94378621,"8박10일,티웨이 항공직항,쇼핑 5회,가이드 경비EUR100,선택관광있음,인솔자동행","로마, 베니스, 인터라켄, 파리, 폼페이, 피렌체, 루체른, 소렌토, 나폴리, 바티칸",5,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0
[출발확정][비즈니스 세이버석 탑승] 스위스/이탈리아 2국 9일 <노쇼핑/융프라우/루체른/관광열차/피사/폼페이>,https://www.modetour.com/package/94081423,"7박9일,티웨이 항공직항,쇼핑 없음,가이드 경비EUR90,선택관광있음,인솔자동행,자유일정포함","인터라켄, 베니스, 루체른, 폼페이, 피렌체, 피사, 바티칸, 소렌토, 로마, 밀라노",5,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
[출발확정][비즈니스 세이버석 탑승] 이탈리아 일주 9일 <노쇼핑/돌로미티/친퀘테레/오르비에또/치비타 디 반뇨레죠>,https://www.modetour.com/package/94081249,"7박9일,티웨이 항공직항,쇼핑 없음,가이드 경비EUR90,선택관광있음,자유일정포함","베니스, 피렌체, 돌로미테, 친퀘테레, 폼페이, 바티칸, 소렌토, 로마, 치비타, 몬테카티니",3.5,0,0,1,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0
[출발확정][비즈니스석 탑승] 서유럽 4국 10일 (이탈리아/스위스/프랑스/영국) <융프라우/에펠탑2층전망대/세느강유람선/베니스곤돌라/바티칸박물관>,https://www.modetour.com/package/93944186,"8박10일,아시아나 항공직항,쇼핑 6회,가이드 경비EUR100,선택관광있음,인솔자동행","로마, 인터라켄, 밀라노, 파리, 런던, 베니스, 아말피, 포지타노, 피렌체, 바티칸",5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
[출발확정][비즈니스탑승/벤츠VIP버스/노팁/노쇼핑] 미동부 캐나다 11일 <나이아가라폭포뷰2박/오타와/올드퀘벡숙박/3대미술관/4대야경/4대유람선/맨하튼1박>,https://www.modetour.com/package/92060900,"8박11일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함","나이아가라, 오타와, 뉴욕, 필라델피아, 헤리스버그, 토론토, 퀘벡, 플래츠버그, 레이크 조지, 몬트리올, 워싱턴 DC, 킹스턴, 뉴저지",3.8,0,0,0,0,0,0,16,0,0,0,0,8,2,8,0,2,0,0
[출발확정][세미팩/2일자유] 타이페이 5일 (노쇼핑/노옵션/시내4성/야+스+지),https://www.modetour.com/package/89783916,"3박5일,진에어직항,쇼핑 없음,가이드 경비$20,선택관광없음,자유일정포함","기륭, 타이페이",4.6,22,11,219,36,62,26,430,0,25,49,144,139,40,239,2,12,110,34
[출발확정][시애틀 직항] 캐나다 로키 밴프 7일 <4대국립공원/5대호수/밴프숙박/밴프곤돌라/뷔페포함>,https://www.modetour.com/package/95598845,"5박7일,아시아나 항공직항,쇼핑 2회,가이드 경비CAD114,선택관광있음,자유일정포함","로즈데일, 밴프, 재스퍼, 밴쿠버, 벨마운트, 카나나스키스, 레이크 루이스, 레벨스톡, 시애틀",4.90625,0,0,12,2,2,4,32,0,2,8,6,6,6,19,2,0,3,4
[출발확정][시애틀 직항] 캐나다 로키 밴프 빅토리아 8일 <4대국립공원/5대호수/밴프곤돌라/뷔페포함>,https://www.modetour.com/package/96408064,"6박8일,아시아나 항공직항,쇼핑 2회,가이드 경비CAD133,선택관광있음,자유일정포함","로즈데일, 밴프, 재스퍼, 밴쿠버, 벨마운트, 빅토리아, 카나나스키스, 레이크 루이스, 레벨스톡, 시애틀",5,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0
[출발확정][실속유니버셜] 오사카/나라/교토/유니버셜 4일 (트윈/전일),https://www.modetour.com/package/95483006,"3박4일,에어부산직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","교토, 오사카, 나라, 사카이미나토",4.7,0,0,6,0,1,2,9,0,1,2,4,1,0,8,0,0,0,0
[출발확정][썸머호캉스X1일자유] 후쿠오카/다케오/가라츠 3일 (힐튼2연박/후쿠오카시내 자유일정),https://www.modetour.com/package/96421873,"2박3일,이스타항공직항,쇼핑 1회,가이드 경비￥3,000,선택관광없음,인솔자동행","사가, 후쿠오카",5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
[출발확정][여행의신세계][간사이 봄여름 그사이] 오사카/교토/아라시야마/나라 4일 (1일자유/3대특식/간식제공/만국박람회선택가능),https://www.modetour.com/package/95652733,"3박4일,이스타항공직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","교토, 나라, 오사카, 난바",4.7,9,6,49,12,23,4,92,0,3,2,27,25,19,54,0,0,12,10
[출발확정][월드체인2박+비경] 하노이+하롱베이+옌뜨 3박4일,https://www.modetour.com/package/87653152,"3박4일,아시아나 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음","하노이, 하롱베이",4.8,28,8,177,30,46,21,354,0,8,14,15,64,50,80,1,9,45,16
[출발확정][이번주PICK!/판매NO.1 큐슈] 후쿠오카/유후인/벳부/아소 3일 (월드체인힐튼+무제한대게뷔페+술음료무제한),https://www.modetour.com/package/96003232,"2박3일,진에어직항,쇼핑 1회,가이드 경비￥3,000,선택관광없음,인솔자동행","아소, 후쿠오카, 유후인, 벳부, 구마모토",4.4,8,0,51,12,25,11,92,0,4,9,25,43,4,58,0,1,22,4
[출발확정][청주출발][홈쇼핑인기상품][하루는내맘대로] 오사카/교토/나라/고베 4일 (1일자유/4대특식/트윈),https://www.modetour.com/package/95849095,"3박4일,티웨이 항공직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","오사카, 교토, 고베, 나라",5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
[출발확정][추석연휴] 프랑스 일주 9일 <전일정인솔자동반/월드체인호텔/중간항공2회포함>,https://www.modetour.com/package/90411207,"7박9일,에어프랑스경유,쇼핑 없음,가이드 경비EUR90,선택관광없음,인솔자동행","아비뇽, 니스, 모나코, 파리, 마르세유, 엑상프로방스, 빌프랑슈쉬르메르, 옹플뢰르, 몽생미셸, 아를, 에즈, 에트르타, 캉",4.7,5,2,59,9,27,7,117,0,3,6,12,27,33,43,1,2,22,13
[출발확정][특식과 함께 온천을] 타이페이 5일 (온천호텔1박/4성급호텔2박/특식3회/시내관광/야류/지우펀/스펀),https://www.modetour.com/package/89165200,"3박5일,제주항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","타이페이, 기륭, 단수이",4.7,6,1,57,7,18,5,98,0,4,10,31,30,16,50,2,12,22,5
"[출발확정][홈쇼핑동시판매][노팁,노옵션★월드체인] THE 특별한 북경/고북수진(숙박) 4일",https://www.modetour.com/package/94774550,"3박4일,대한항공직항,쇼핑 1회,가이드 경비없음,선택관광없음",북경,4.4,2,4,38,8,20,10,64,0,2,12,12,8,24,34,2,8,10,4
[출발확정]스위스/이탈리아 2국 10일 <취리히직항/스위스3박/2대전망대/로이커바트온천/자유시간>,https://www.modetour.com/package/90361886,"8박10일,대한항공직항,쇼핑 4회,가이드 경비EUR100,선택관광있음,인솔자동행","로마, 베니스, 인터라켄, 폼페이, 피렌체, 태쉬, 뫼렐, 베른, 소렌토, 바티칸, 나폴리, 체르마트, 로이커바드, 밀라노, 루체른",4.7,21,3,173,37,72,26,307,0,12,22,32,72,58,105,7,9,44,31
[출발확정]스페인/포르투갈+두바이 9일 <전 일정 4성호텔 숙박/ 스페인+포르투갈 10대 특식>,https://www.modetour.com/package/89895831,"6박9일,에미레이트 항공경유,쇼핑 3회,가이드 경비EUR90,선택관광있음,인솔자동행","세비야, 그라나다, 톨레도, 바르셀로나, 두바이, 리스본, 론다, 마드리드, 사라고사",4.5,8,7,133,25,50,17,221,0,19,15,26,93,59,111,3,16,55,26
[케이블카/리버크루즈/온천] 고베/아리마/히메지/오사카/나라 3일,https://www.modetour.com/package/89792485,"2박3일,티웨이 항공직항,쇼핑 1회,가이드 경비￥3,000,선택관광있음,인솔자동행,자유일정포함","히메지, 오사카, 고베, 난바",4.8,0,0,10,1,6,0,27,0,0,2,5,6,1,10,0,0,4,0
[코스타]서부 지중해(이태리/프랑스/스페인) 크루즈 9박11일 <발코니UP/기항지관광/와이너리투어/로컬특식>,https://www.modetour.com/package/94862873,"9박11일,아시아나 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음,인솔자동행,자유일정포함","사보나, 마르세유, 바르셀로나, 팔마 데 마요르카, 팔레르모, 로마, 오르비에또, 크루즈, 티볼리",1,0,0,0,0,0,0,1,,,,,,,,,,,
[타이중/힐링] 대만 4일 (시외4성/고미습지(일몰)/야시장/일월담(유람선)/구족문화촌(곤돌라)/예+스+지),https://www.modetour.com/package/90370096,"3박4일,티웨이 항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","타이중, 기륭, 타이페이",4.9,0,0,8,0,2,1,13,0,2,0,4,4,3,11,0,0,2,0
[타이중IN-OUT] [5성호텔/101전망대/쇼핑2회] 대만/단수이/예류/스펀/지우펀 4일 (천등날리기),https://www.modetour.com/package/93206236,"3박4일,대한항공직항,쇼핑 2회,가이드 경비$40,선택관광있음","단수이, 기륭, 타이페이",4.7,56,10,540,73,149,43,949,1,44,100,182,269,165,447,19,31,192,72
[타이중IN-OUT] [노쇼핑/101전망대]대만/단수이/야류/지우펀/스펀 4일 (4성호텔/천등날리기/특식4회),https://www.modetour.com/package/95536427,"3박4일,대한항공직항,쇼핑 없음,가이드 경비$40,선택관광있음","단수이, 기륭, 타이페이",4.724261772,72,12,709,87,191,59,1253,1,58,126,251,359,214,596,24,40,255,93
[타이중IN-OUT] [노쇼핑/101전망대]대만/야류/지우펀/스펀 4일 (4성호텔/천등날리기/특식4회),https://www.modetour.com/package/95538840,"3박4일,티웨이 항공직항,쇼핑 없음,가이드 경비$40,선택관광있음","기륭, 타이페이",4.8,16,2,169,14,42,16,304,0,14,26,69,90,49,149,5,9,63,21
[타이중IN-OUT] ][노쇼핑/노팁/노옵션]대만/단수이/야류/지우펀/스펀 4일(101전망대/천등날리기/발마사지/특식5회),https://www.modetour.com/package/95536973,"3박4일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음","단수이, 기륭, 타이페이",4.8,24,4,230,23,54,20,412,0,16,36,89,124,74,195,5,17,95,26
[타이중IN-OUT] 대만/단수이/야류/지우펀/스펀 4일 (4성호텔/천등날리기/특식3회),https://www.modetour.com/package/93206332,"3박4일,대한항공직항,쇼핑 3회,가이드 경비$40,선택관광있음","단수이, 기륭, 타이페이",4.71607615,128,22,1249,160,340,102,1891,1,84,194,363,561,336,903,37,60,396,142
[타이중IN-OUT][시그니처/노팁/쇼핑1회/5성호텔]대만/단수이/야류/지우펀/스펀 4일 (101전망대/천등날리기/특식5회),https://www.modetour.com/package/93206144,"3박4일,대한항공직항,쇼핑 1회,가이드 경비없음,선택관광있음","단수이, 기륭, 타이페이",4.8,16,4,122,18,24,8,179,0,2,18,33,56,40,77,0,12,52,8
[타임세일] 상해 핵심투어 4일<월드체인호텔 3박>,https://www.modetour.com/package/90408589,"3박4일,대한항공직항,쇼핑 2회,가이드 경비CNY400,선택관광있음",상해,4.6,4,2,31,8,16,6,64,0,9,12,15,15,4,33,2,3,12,5
[타임세일] 상해+주가각+항주 4일 <월드체인호텔/서호/우캉맨션/주가각뱃놀이>,https://www.modetour.com/package/90409581,"3박4일,대한항공직항,쇼핑 1회,가이드 경비CNY400,선택관광있음","상해, 주가각, 항주",4.6,4,2,31,8,16,6,64,0,9,12,15,15,4,33,2,3,12,5
[태국의 보석] 크라비 4성 디바나플라자 5일,https://www.modetour.com/package/92324544,"3박5일,대한항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함","크라비, 푸켓",5,0,0,1,0,1,0,2,,,,,,,,,,,
